ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Total_Spent,Tenure_Months,Ad_Spend,Revenue,Churn,Channel,CLTV,ROI,Age,Age_Group,Income_Group
4543,1980,Graduation,Married,82497.0,0,0,2023-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1919,14,41.15952864583683,2642.497937171798,False,SMS,36994.97112040517,63.20136537299922,45,40-50,High
4927,1971,Graduation,Together,16626.0,2,0,2023-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,68,23,62.744031455315366,99.2615672284912,False,Phone,2283.0160462552976,0.5820081197553054,54,50-60,Low
10451,1965,Graduation,Together,29672.0,1,1,2023-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,25,22,55.35523228947571,39.362806214689265,False,Email,865.9817367231639,-0.28890540990154906,60,50-60,Low
2926,1952,Master,Together,55951.0,0,1,2023-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,1374,16,39.60635607109019,1683.977888096098,False,Phone,26943.64620953757,41.51786973468336,73,60+,Mid-High
2874,1988,2n Cycle,Divorced,35388.0,1,0,2023-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,32,22,63.49399813149875,48.9567134380417,False,Phone,1077.0476956369175,-0.22895525752449414,37,30-40,Mid-Low
9738,1986,Master,Together,42386.0,1,0,2023-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,100,23,54.60949281314914,131.69532441648772,False,SMS,3028.9924615792174,1.411582998345985,39,30-40,Mid-Low
7119,1982,Graduation,Single,68627.0,0,0,2023-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,825,23,62.1929317825844,1136.4934199871047,False,Email,26139.34865970341,17.2736749565061,43,40-50,High
3924,1965,PhD,Divorced,57912.0,0,1,2023-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,0,916,21,59.44443262885419,1107.229043663163,False,Social Media,23251.809916926424,17.62628667980114,60,50-60,Mid-High
5827,1958,Graduation,Divorced,35246.0,1,1,2023-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,62,20,37.56507483616892,81.86594273029097,False,Social Media,1637.3188546058193,1.1793099863990604,67,60+,Low
5596,1956,2n Cycle,Together,58821.0,0,1,2023-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,728,14,41.597284397045456,1019.966217853894,False,Email,14279.527049954517,23.520019338722495,69,60+,Mid-High
10812,1978,PhD,Married,46377.0,1,0,2023-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,90,22,61.20940407684893,110.0223387845078,True,Phone,2420.4914532591715,0.7974744313206156,47,40-50,Mid-Low
1717,1988,Graduation,Single,39747.0,1,0,2023-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,273,20,59.155553981501974,381.2276536486417,False,SMS,7624.553072972834,5.444494692211862,37,30-40,Mid-Low
9491,1984,Graduation,Together,23976.0,1,0,2023-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,66,12,49.68647609053778,103.67572060186248,False,Social Media,1244.1086472223496,1.0865983816792821,41,40-50,Low
9274,1961,Master,Married,80950.0,0,0,2023-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,1213,21,51.75991074963173,1506.736789425907,False,Phone,31641.47257794405,28.11011181441474,64,60+,High
6609,1966,Graduation,Widow,27038.0,0,0,2023-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,1,107,15,69.16497343682637,161.1180631616316,False,Phone,2416.770947424474,1.3294748071983715,59,50-60,Low
6963,1947,Graduation,Single,77457.0,0,0,2023-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1157,22,41.12642916746255,1577.9957635024095,True,Phone,34715.90679705301,37.36938424867802,78,60+,High
4440,1964,Master,Married,64100.0,0,1,2023-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,0,546,15,58.20646071755057,798.2899392521153,True,Phone,11974.34908878173,12.714799515570146,61,60+,Mid-High
1379,1992,Master,Together,42670.0,0,0,2023-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,241,20,46.96711021349159,314.2868080457761,False,Email,6285.736160915522,5.691636053765457,33,30-40,Mid-Low
10032,1976,Graduation,Divorced,12571.0,1,0,2023-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,53,23,46.73478195159169,66.98123596587679,True,SMS,1540.5684272151661,0.43322025200110187,49,40-50,Low
2826,1967,Graduation,Married,22574.0,2,1,2023-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,37,14,66.48165277980786,46.77484669121415,False,Email,654.847853676998,-0.29642473170551437,58,50-60,Low
2437,1989,Graduation,Married,,0,0,2023-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,0,1611,19,62.38124523482045,1978.6250097724424,False,Email,37593.87518567641,30.718267282487624,36,30-40,
6320,1976,Master,Single,70893.0,0,0,2023-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,1508,23,62.20264454000958,1921.5820923964295,False,Phone,44196.388125117875,29.89228933281835,49,40-50,High
3050,1966,Graduation,Married,54198.0,1,1,2023-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,235,12,69.58218210731494,344.436622188963,False,Phone,4133.239466267556,3.9500692814971883,59,50-60,Mid-High
231,1956,Master,Together,28839.0,1,1,2023-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,32,22,50.31505762449139,49.6856398315969,True,Phone,1093.0840762951318,-0.012509531393006104,69,60+,Low
2392,1972,Graduation,Married,40321.0,1,1,2023-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,102,17,60.22929456942446,155.61632797211942,False,Phone,2645.4775755260303,1.5837315393549105,53,50-60,Mid-Low
9478,1985,Graduation,Single,66503.0,1,0,2023-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,401,16,45.34599865109816,591.0955433038673,False,Phone,9457.528692861877,12.035230469878572,40,30-40,Mid-High
113,1951,Graduation,Married,30833.0,1,1,2023-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,28,17,54.86249528732663,34.83683687020435,False,Email,592.226226793474,-0.36501545021318516,74,60+,Low
2863,1970,Graduation,Single,,1,2,2023-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,0,1052,16,48.047854184484734,1384.0900774013355,False,Phone,22145.44123842137,27.80649096392479,55,50-60,
1802,1971,Graduation,Married,64795.0,0,1,2023-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,680,23,51.45493947489077,900.2674700877116,False,Social Media,20706.151812017364,16.496230279835977,54,50-60,Mid-High
520,1974,Graduation,Married,34421.0,1,0,2023-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,30,18,58.9273553815537,38.99948335677146,True,Phone,701.9907004218862,-0.3381769281134303,51,50-60,Low
8275,1965,PhD,Divorced,47025.0,1,1,2023-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,20,23,37.726689751497915,28.12004527767779,False,Phone,646.7610413865891,-0.25463788466727855,60,50-60,Mid-Low
9750,1961,PhD,Divorced,64325.0,0,1,2023-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,1307,23,81.3858091352819,1848.3875344190928,False,Phone,42512.91329163914,21.7114229625296,64,60+,Mid-High
2607,1953,Graduation,Single,40464.0,0,1,2023-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,630,24,34.90973927750447,845.9352657431198,False,Social Media,20302.446377834873,23.232070569723017,72,60+,Mid-Low
7214,1957,Graduation,Married,62187.0,0,0,2023-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,1283,18,31.78717080818402,1721.164596263539,False,Email,30980.9627327437,53.146517368585776,68,60+,Mid-High
5835,1976,PhD,Divorced,14849.0,1,0,2023-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,65,18,67.37166310250102,99.54244554555812,False,Phone,1791.7640198200463,0.4775120720132978,49,40-50,Low
3896,1984,Graduation,Married,27255.0,1,0,2023-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,37,14,61.87494040944404,56.08153415513135,False,SMS,785.1414781718389,-0.0936308983245248,41,40-50,Low
10350,1950,PhD,Married,54432.0,2,1,2023-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,38,20,59.36179725578233,50.27849664154733,False,Phone,1005.5699328309465,-0.15301593001128705,75,60+,Mid-High
7786,1986,PhD,Single,29999.0,1,0,2023-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,160,22,59.4251826389642,250.4824604078886,False,Email,5510.614128973549,3.2150894500347906,39,30-40,Low
2861,1983,Graduation,Single,24072.0,1,0,2023-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,23,20,49.81629840729628,36.36589815642306,False,Phone,727.3179631284611,-0.26999999359453064,42,40-50,Low
663,1989,PhD,Single,33996.0,0,0,2023-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,71,15,36.54118442771252,94.47948819365315,False,Email,1417.1923229047973,1.5855617346108988,36,30-40,Low
10675,1956,PhD,Married,66334.0,0,1,2023-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,1,1161,21,51.137068372905894,1557.7949462194947,False,Phone,32713.69387060939,29.46312578694609,69,60+,Mid-High
2521,1971,Master,Married,35178.0,1,0,2023-01-10,10,23,1,13,2,2,18,1,1,1,2,7,0,1,59,24,39.84257432731832,82.73296602075823,False,SMS,1985.5911844981974,1.0764964969653539,54,50-60,Low
9592,1983,Graduation,Together,22010.0,1,0,2023-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,33,18,64.62679600126627,52.0227947254445,False,Email,936.410305058001,-0.19502748172096934,42,40-50,Low
10151,1960,Graduation,Divorced,62204.0,0,2,2023-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,946,15,47.79413927746792,1466.7992735010507,False,SMS,22001.98910251576,29.689940140684968,65,60+,Mid-High
7381,1968,Graduation,Divorced,75693.0,0,0,2023-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1442,13,37.61754204811233,1789.5612008182145,False,Email,23264.29561063679,46.57251812277873,57,50-60,High
4099,1972,Graduation,Married,30675.0,1,0,2023-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,62,13,45.1792123752051,84.13972243313111,False,SMS,1093.8163916307044,0.8623547868512205,53,50-60,Low
9560,1965,Graduation,Together,83003.0,0,0,2023-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,1,1674,22,56.193971814134365,2379.3373486564474,False,Phone,52345.42167044184,41.34150518006234,60,50-60,High
1150,1899,PhD,Together,83532.0,0,0,2023-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1853,15,41.54413170794038,2596.521788655202,False,Email,38947.82682982803,61.50032632548499,126,,High
10172,1988,Graduation,Single,68655.0,0,0,2023-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,1538,16,37.66669406650352,1964.8645593947765,True,Email,31437.832950316424,51.16450787864879,37,30-40,High
11191,1986,Graduation,Divorced,41411.0,0,0,2023-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,139,13,53.65530817237868,214.5502124769494,False,Social Media,2789.1527622003423,2.9986763618552494,39,30-40,Mid-Low
9707,1969,PhD,Married,55212.0,0,1,2023-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,1182,13,53.674498566630845,1738.4576022009048,False,Email,22599.948828611763,31.388893210484408,56,50-60,Mid-High
6245,1950,PhD,Together,59292.0,0,1,2023-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,507,18,42.39585236943305,778.3278184199459,False,Email,14009.900731559026,17.35858403406253,75,60+,Mid-High
8234,1973,Basic,Together,27190.0,1,0,2023-08-15,13,1,6,7,0,1,3,1,1,0,2,8,0,1,18,16,42.93442541572516,27.7831028113162,False,Phone,444.5296449810592,-0.3528945003386405,52,50-60,Low
1411,1952,Graduation,Divorced,82623.0,0,0,2023-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,940,13,53.480749060364545,1409.3818009783183,False,Phone,18321.963412718138,25.353067706428856,73,60+,High
8553,1965,Graduation,Married,44300.0,1,1,2023-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,42,18,28.27873487754014,57.778738100995255,False,Phone,1040.0172858179146,1.0431868098485886,60,50-60,Mid-Low
1826,1970,Graduation,Divorced,84835.0,0,0,2023-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,1,1190,18,28.888043384351672,1718.6202553873422,False,Email,30935.16459697216,58.49244234098248,55,50-60,High
8842,1971,Graduation,Widow,30372.0,1,1,2023-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,44,12,39.22333668121346,55.62243114770747,False,Email,667.4691737724897,0.4180953446102044,54,50-60,Low
11030,1976,Master,Married,33181.0,1,0,2023-01-03,90,9,0,3,0,0,4,1,1,0,2,6,0,0,16,24,46.798292724322295,23.51133067183941,True,Email,564.2719361241459,-0.4976028119158296,49,40-50,Low
2579,1957,Graduation,Married,71113.0,0,1,2023-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,835,12,54.66361348397007,1061.8705874169198,True,Email,12742.447049003036,18.425546899278988,68,60+,High
175,1986,Graduation,Married,71952.0,1,0,2023-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,0,1443,24,72.13034325424329,2132.1477036424626,True,Phone,51171.544887419106,28.55965003697709,39,30-40,High
9185,1966,PhD,Single,69759.0,0,0,2023-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,1,1029,14,62.86489434803029,1329.3026029663336,False,SMS,18610.23644152867,20.145388324477217,59,50-60,High
11056,1974,Graduation,Married,72099.0,0,0,2023-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,1188,14,47.60092205054859,1481.4603778313844,False,Email,20740.44528963938,30.12251431302497,51,50-60,High
9365,1976,PhD,Single,60000.0,0,1,2023-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,1277,12,49.71475688145967,1616.8273175650224,False,Phone,19401.927810780267,31.52208034367342,49,40-50,Mid-High
6201,1978,Graduation,Single,38643.0,1,1,2023-11-29,45,22,2,14,0,1,10,2,2,0,3,7,1,0,49,13,34.96205953043287,58.83904585029378,False,Phone,764.9075960538191,0.6829399251802398,47,40-50,Mid-Low
2061,1955,Graduation,Married,50737.0,0,1,2023-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,0,99,20,49.72230296011415,147.2620888669998,False,Social Media,2945.2417773399957,1.9616908328869913,70,60+,Mid-Low
6184,1969,PhD,Married,68462.0,0,0,2023-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,1670,12,45.670120416197925,2493.2439007709972,False,Social Media,29918.926809251967,53.59245296595962,56,50-60,Mid-High
6142,1943,Master,Married,65073.0,0,0,2023-08-20,65,629,17,177,69,0,8,1,5,3,5,2,1,0,900,16,54.84077840507134,1265.3760059687734,False,SMS,20246.016095500374,22.07363321181012,82,60+,Mid-High
4107,1948,PhD,Together,46681.0,0,2,2023-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,425,15,37.59153584671515,537.4316761794151,False,Email,8061.475142691227,13.296613960410381,77,60+,Mid-Low
7274,1957,Graduation,Married,78618.0,0,0,2023-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,0,2153,15,57.79019771361759,2655.5569954642056,True,Email,39833.354931963084,44.95168558903294,68,60+,High
9336,1969,PhD,Widow,62187.0,0,1,2023-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,636,21,72.99108369503867,768.0664090616457,False,Phone,16129.39459029456,9.5227429184457,56,50-60,Mid-High
2958,1978,Graduation,Married,28442.0,2,0,2023-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,57,22,48.36859777314714,72.17905843480703,False,Email,1587.9392855657547,0.4922710551447655,47,40-50,Low
933,1978,PhD,Married,37717.0,1,0,2023-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,25,13,56.02567583148412,38.90855534983147,False,Phone,505.81121954780906,-0.3055227844665024,47,40-50,Mid-Low
5837,1967,Graduation,Married,51479.0,1,1,2023-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,494,12,60.352159875666686,640.5276799202522,False,SMS,7686.332159043027,9.61316912666958,58,50-60,Mid-High
10704,1969,Graduation,Single,54803.0,0,1,2023-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,693,16,43.98169292171246,929.8040119046124,False,SMS,14876.864190473798,20.140705373930608,56,50-60,Mid-High
5125,1960,Graduation,Married,79530.0,0,0,2023-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,1348,19,53.36138722715625,1674.4022852323349,False,SMS,31813.643419414362,30.378537407667157,65,60+,High
4432,1976,Graduation,Divorced,31615.0,1,0,2023-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,51,21,50.18888601172692,65.73617061686268,True,Phone,1380.4595829541163,0.30977544712793675,49,40-50,Low
5955,1962,Graduation,Together,72025.0,0,0,2023-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,1932,13,51.465141478232475,2719.6567482989426,False,Phone,35355.53772788625,51.84463755820509,63,60+,High
2928,1975,PhD,Single,52614.0,0,1,2023-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,990,13,38.404853242168,1428.6700625058784,False,Phone,18572.71081257642,36.20024793473806,50,40-50,Mid-High
5680,1984,2n Cycle,Married,35684.0,1,0,2023-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,30,20,50.36765261388414,38.944227769994534,False,Email,778.8845553998907,-0.22680081860199044,41,40-50,Mid-Low
10313,1975,Graduation,Married,48178.0,1,1,2023-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,254,14,57.46997436868175,310.6655873772719,False,SMS,4349.318223281806,4.405702556682695,50,40-50,Mid-Low
2557,1970,Master,Single,29548.0,1,0,2023-08-29,52,7,1,6,3,1,11,1,1,1,2,4,0,0,29,16,71.76715411692562,39.33598128187783,False,Email,629.3757005100452,-0.45189436914566466,55,50-60,Low
1245,1966,Graduation,Single,63810.0,0,1,2023-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,0,1371,13,64.3890623912781,1773.6371286160015,False,Phone,23057.28267200802,26.54562751415762,59,50-60,Mid-High
1519,1972,PhD,Single,38578.0,1,1,2023-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,1,73,18,82.29773686267335,94.01097455831022,False,Phone,1692.197542049584,0.14232757961719225,53,50-60,Mid-Low
10703,1975,Master,Single,46098.0,1,1,2023-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,120,16,38.489786556679256,190.07341453024583,True,Phone,3041.1746324839332,3.938281854339402,50,40-50,Mid-Low
1726,1970,Graduation,Single,22585.0,0,0,2023-03-18,23,3,9,15,13,2,39,1,1,1,2,9,0,1,81,21,63.08480955081017,117.16813574399346,False,SMS,2460.5308506238625,0.857311396805013,55,50-60,Low
4459,1989,Graduation,Single,30279.0,1,0,2023-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,37,12,52.75013008607527,52.641800958947016,False,Phone,631.7016115073642,-0.002053627677343943,36,30-40,Low
1729,1961,PhD,Together,66426.0,0,1,2023-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,1377,15,82.8470439982651,1881.4089270206457,False,SMS,28221.133905309685,21.709427352170156,64,60+,Mid-High
1517,1969,Graduation,Single,30822.0,1,0,2023-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,51,18,37.87552571967273,69.95046440197494,True,Email,1259.108359235549,0.8468513128952382,56,50-60,Low
2098,1969,PhD,Married,33581.0,2,0,2023-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,17,24,37.40417236728836,24.07815402609895,False,Phone,577.8756966263747,-0.3562709050299323,56,50-60,Low
9543,1985,Graduation,Married,19986.0,1,0,2023-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,22,13,41.009110318339665,32.528582301917744,False,SMS,422.87156992493067,-0.2067961960303574,40,30-40,Low
6878,1954,Graduation,Widow,27421.0,0,0,2023-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,324,12,18.141564135352898,479.79813406516513,False,Phone,5757.577608781981,25.447451304938536,71,60+,Low
3310,1973,2n Cycle,Married,35688.0,2,1,2023-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,211,16,42.113674674788584,267.69096581033995,True,Social Media,4283.055452965439,5.356390599431438,52,50-60,Mid-Low
2724,1981,Master,Single,36143.0,1,0,2023-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,19,21,38.61301007669453,26.60085691578237,False,Email,558.6179952314297,-0.31109082501087576,44,40-50,Mid-Low
948,1971,Graduation,Single,10245.0,1,0,2023-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,41,19,52.25590679714311,55.95611275855928,False,Phone,1063.1661424126262,0.07080933406782754,54,50-60,Low
6720,1968,Master,Together,43795.0,0,1,2023-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,492,14,55.12633963665739,761.7197069618148,False,Phone,10664.075897465407,12.817708775557696,57,50-60,Mid-Low
6202,1960,Graduation,Together,63381.0,0,1,2023-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,1005,15,78.14256258823829,1459.8304063297874,False,Social Media,21897.45609494681,17.68162954959856,65,60+,Mid-High
2066,1949,Graduation,Together,38823.0,0,1,2023-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,114,16,64.25635757279075,161.08218542856878,False,Email,2577.3149668571004,1.506867670581732,76,60+,Mid-Low
9799,1968,PhD,Divorced,83664.0,1,1,2023-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,1173,20,41.346445165063955,1461.743166110348,False,SMS,29234.863322206962,34.3535391077698,57,50-60,High
8318,1979,Graduation,Together,90300.0,0,0,2023-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1738,24,36.52377992977463,2506.6394606576355,False,Phone,60159.34705578325,67.63034071164667,46,40-50,High
5642,1979,Master,Together,62499.0,1,0,2023-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,222,12,57.37878757259759,276.8077068244047,False,Email,3321.6924818928564,3.824216727726744,46,40-50,Mid-High
2669,1993,Graduation,Single,74293.0,0,0,2023-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,1127,20,30.196501894690368,1504.412724265041,False,Phone,30088.254485300822,48.82076167337684,32,30-40,High
455,1946,PhD,Married,51012.0,0,0,2023-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,209,20,77.47188148781531,262.74158825847815,True,Phone,5254.831765169563,2.391444524292363,79,60+,Mid-Low
7683,1968,Master,Married,70777.0,0,1,2023-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,787,22,67.69160181081931,1162.2647840832713,False,Phone,25569.825249831967,16.16999971918974,57,50-60,High
3428,1991,PhD,Together,68682.0,0,0,2023-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,1598,15,42.962365218429426,2049.436351164069,False,SMS,30741.545267461035,46.7030615224352,34,30-40,High
7414,1971,Graduation,Married,43824.0,1,1,2023-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,186,15,24.302982063636836,252.3543373651891,False,Phone,3785.3150604778366,9.383677883825314,54,50-60,Mid-Low
6354,1984,Graduation,Together,15345.0,1,0,2023-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,1,47,16,70.3080856124812,73.23868581923304,False,Phone,1171.8189731077287,0.04168226429751635,41,40-50,Low
798,1987,Graduation,Single,23442.0,1,0,2023-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,27,12,48.28190232121073,34.606616940708875,False,Phone,415.2794032885065,-0.2832383299548279,38,30-40,Low
8213,1980,2n Cycle,Together,14515.0,1,0,2023-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,1,96,13,68.56724467960193,134.69971445601712,False,Email,1751.0962879282226,0.9644906993920516,45,40-50,Low
2488,1956,2n Cycle,Divorced,31395.0,1,1,2023-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,64,21,26.083585118084493,87.53335452585017,False,Email,1838.2004450428535,2.3558789610236825,69,60+,Low
9999,1965,Graduation,Together,75276.0,0,0,2023-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,1040,15,41.00937465569341,1255.5396010750237,False,Phone,18833.094016125357,29.615916765770894,60,50-60,High
7617,1974,Graduation,Single,42373.0,1,1,2023-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,163,16,50.07865549577275,247.28782900494735,True,Phone,3956.6052640791577,3.9379885812993014,51,50-60,Mid-Low
615,1960,Graduation,Together,30507.0,0,0,2023-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,343,22,50.70470890647113,421.0730983463631,False,Email,9263.608163619989,7.304418020090914,65,60+,Low
2552,1955,PhD,Single,55521.0,1,2,2023-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,446,14,43.249017927811344,619.8070957422885,False,Phone,8677.299340392039,13.331125316575585,70,60+,Mid-High
194,1965,Graduation,Married,48006.0,1,1,2023-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,41,19,59.34274898521248,58.39512403699878,False,Phone,1109.5073567029767,-0.01596867291149316,60,50-60,Mid-Low
3645,1972,PhD,Single,27213.0,1,0,2023-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,1,70,16,33.98569355926108,101.59594078520844,False,Email,1625.535052563335,1.9893737671722052,53,50-60,Low
8890,1971,PhD,Divorced,65808.0,1,1,2023-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,272,19,47.8643077246806,401.32312126869687,False,Phone,7625.139304105241,7.384600976099773,54,50-60,Mid-High
5049,1974,PhD,Together,30351.0,1,0,2023-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,46,19,51.80443447567848,59.860211856817955,False,Email,1137.3440252795413,0.15550362556166042,51,50-60,Low
9973,1963,Graduation,Married,50437.0,0,2,2023-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,490,14,57.71658251088124,589.955840225056,False,Social Media,8259.381763150785,9.221600354002808,62,60+,Mid-Low
7301,1982,2n Cycle,Single,23616.0,1,0,2023-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,1,79,13,60.674223171333345,117.66081973041524,False,SMS,1529.5906564953982,0.9392225162596933,43,40-50,Low
10882,1976,Graduation,Married,53858.0,0,1,2023-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,915,13,33.13036862243196,1294.0503153612135,False,SMS,16822.654099695777,38.05933948724724,49,40-50,Mid-High
7030,1955,PhD,Married,66465.0,0,1,2023-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,1485,21,26.988287438965667,2278.653915705106,False,Email,47851.732229807225,83.43121561004229,70,60+,Mid-High
7422,1987,Graduation,Single,46923.0,1,0,2023-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,369,16,69.16515232847763,564.0369223641425,True,SMS,9024.59075782628,7.154929229179322,38,30-40,Mid-Low
3523,1962,Graduation,Together,75072.0,0,1,2023-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,1073,23,54.98471017969388,1649.5555912145594,True,SMS,37939.77859793486,29.000259814477452,63,60+,High
7106,1943,PhD,Married,75865.0,0,0,2023-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,1242,21,38.7727019516517,1731.3950270778355,False,SMS,36359.295568634545,43.65500055262667,82,60+,High
